MtoS.X,MtoS.Y,MtoS.Z,MtoS.rX,MtoS.rY,MtoS.rZ,A_x,StoFRC.X,StoFRC.Y,StoFRC.Z,StoFRC.rX,StoFRC.rY,StoFRC.rZ
-23.585,-0.005,-0.572,-0.626953,0.017300,0.004229,0.000000,181.239,-22.584,-60.437,0.098021,-0.885869,0.064404,
-23.585,-0.005,-0.573,-0.627070,0.016766,0.003218,0.001809,181.239,-22.584,-60.437,0.098423,-0.884947,0.065242,
-23.585,-0.005,-0.572,-0.626953,0.017300,0.004229,0.000000,181.239,-22.584,-60.437,0.098021,-0.885869,0.064404,
-23.585,-0.005,-0.573,-0.627070,0.016766,0.003218,0.001809,181.239,-22.584,-60.437,0.098423,-0.884947,0.065242,
-23.585,-0.005,-0.573,-0.627070,0.016766,0.003218,0.001809,181.239,-22.584,-60.437,0.098423,-0.884947,0.065242,
-23.585,-0.005,-0.573,-0.627070,0.016766,0.003218,0.001809,181.239,-22.584,-60.437,0.098423,-0.884947,0.065242,
-23.585,-0.005,-0.572,-0.626953,0.017300,0.004229,0.000000,181.239,-22.584,-60.437,0.098021,-0.885869,0.064404,
-23.585,-0.005,-0.572,-0.626953,0.017300,0.004229,0.000000,181.239,-22.584,-60.437,0.098021,-0.885869,0.064404,
-23.585,-0.005,-0.572,-0.626953,0.017300,0.004229,0.000000,181.239,-22.584,-60.437,0.098021,-0.885869,0.064404,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.247,-0.055,0.033,-0.000878,0.003164,0.007868,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.110,-0.002,0.000,0.000998,-0.000841,0.000836,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.001,0.005,0.012,0.000163,0.000502,-0.000200,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.001,0.004,0.011,0.000539,0.000473,-0.000036,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.006,0.003,0.011,-0.000151,0.000489,-0.000484,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.006,0.003,0.011,-0.000151,0.000489,-0.000484,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.247,-0.055,0.033,-0.000878,0.003164,0.007868,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.001,0.004,0.011,0.000539,0.000473,-0.000036,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.001,0.004,0.011,0.000539,0.000473,-0.000036,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.001,0.003,0.010,0.000138,0.000717,-0.000144,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1113.390,-2785.857,-2146.482,-18.580368,16.612750,144.440657,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1113.390,-2785.857,-2146.482,-18.580368,16.612750,144.440657,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1113.052,-2785.523,-2147.074,-18.570251,16.619341,144.440994,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1113.390,-2785.857,-2146.482,-18.580368,16.612750,144.440657,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1113.390,-2785.857,-2146.482,-18.580368,16.612750,144.440657,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.005,0.008,-0.002,-0.001246,-0.000825,0.000824,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.008,-47.709,-4.501,-40.875408,0.093973,-0.193127,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-4.518,25.432,80.012,-40.713538,38.663264,-0.246723,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-11.753,-11.466,37.343,-40.803433,19.329153,-0.198537,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7.573,-58.538,-16.966,-40.901562,-6.055012,-0.194468,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,58.732,-97.181,-61.261,-41.016218,-32.653904,-0.222712,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,58.732,-97.181,-61.261,-41.016218,-32.653904,-0.222712,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-20885.041,-720.257,-713.987,-0.017311,0.007063,-0.018285,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-20885.041,-720.257,-713.987,-0.017311,0.007063,-0.018285,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,44.879,125.603,-54.607,-0.008927,-0.021075,0.002011,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,44.879,125.603,-54.607,-0.008927,-0.021075,0.002011,
