MtoS.X,MtoS.Y,MtoS.Z,MtoS.rX,MtoS.rY,MtoS.rZ,A_x,StoFRC.X,StoFRC.Y,StoFRC.Z,StoFRC.rX,StoFRC.rY,StoFRC.rZ
-2060.358,-3.216,7.747,4.782371,179.890227,89.897713,0.000000,266.265,2060.299,-105.042,-38.969929,-90.015898,50.967938,
1960.804,3.212,-7.748,4.774095,0.116114,-90.103292,0.000000,266.765,-1960.860,-109.369,-136.504106,89.994085,226.565303,
-68.693,3.094,-1.036,-138.822674,-0.409887,89.441010,0.000000,264.503,-68.721,-101.260,-58.985696,90.422737,-31.520958,
1960.804,3.212,-7.748,4.774095,0.116114,-90.103292,0.000000,266.765,-1960.860,-109.369,-136.504106,89.994085,226.565303,
162.304,331.613,1227.210,20.865467,-46.665352,29.578011,0.000000,1525.553,-224.424,-256.504,-67.732943,26.768835,-94.851638,
-51.151,208.717,299.654,-0.569381,-49.622591,40.636467,0.000000,607.701,-27.847,-262.601,-83.673981,35.197475,-54.100381,
-528.856,192.974,-985.072,96.880737,-72.653715,30.881101,0.000000,1074.848,739.619,194.595,80.315858,-5.932291,-20.825102,
-114.701,-209.886,-178.405,74.348254,-19.187814,36.701352,0.000000,511.514,147.992,-203.244,55.181397,-30.216022,-17.597909,
-116.824,-14.192,132.143,40.734410,3.300626,-11.117384,0.000000,389.559,-50.729,-228.289,49.492613,9.303162,6.073706,
-120.670,128.376,-73.677,28.846394,15.402934,9.327388,0.000000,404.577,-89.238,-25.167,28.939239,12.537368,-17.100635,
61.157,-172.894,2.794,4.308043,33.291096,-6.146989,0.000000,189.945,166.566,-73.687,33.644746,29.458271,-12.239062,
1960.804,3.212,-7.748,4.774095,0.116114,-90.103292,0.000000,266.765,-1960.860,-109.369,-136.504106,89.994085,226.565303,
-1792.046,1.349,-8.278,-8.499401,0.115628,-90.103945,0.003214,266.507,1791.987,-105.328,0.078368,103.277622,89.983453,
1354.818,-3.963,-2.408,-185.852689,-0.324292,90.208546,0.081121,261.562,1354.787,-107.034,-99.992213,89.484730,9.651705,
-4142.858,-3.446,7.634,6.566880,-180.124532,89.895070,0.005670,266.425,4142.795,-103.307,-0.036380,-91.800421,89.908828,
473.426,-2.038,6.148,29.838554,-0.040854,90.695480,-0.342788,271.370,473.048,-122.872,0.957804,-111.119766,-88.445053,
451.494,2.993,-1.301,-143.810422,-0.409073,89.439793,-0.013695,267.795,451.429,-105.856,-356.161793,85.217882,265.640700,
-1792.046,1.349,-8.278,-8.499401,0.115628,-90.103945,0.003214,266.507,1791.987,-105.328,0.078368,103.277622,89.983453,
2505.400,9.720,8.429,-50.508116,1.133061,93.518738,-1.721720,366.947,2497.497,-266.820,-14.229985,-76.601266,-101.229898,
-559.328,7.725,3.269,95.182544,0.114005,-90.102861,0.000848,266.540,559.267,-106.663,0.062255,-0.433648,90.008788,
452.100,-2.095,-8.330,-17.510535,-0.022964,89.772209,0.041397,267.381,452.096,-104.980,-31.759013,89.672619,-58.727784,
1630.021,-3.215,7.749,-175.222327,0.112978,-90.105346,0.003712,266.760,-1630.078,-109.102,-81.328647,269.995280,8.607184,
70.420,-6.550,-7.124,-68.491736,0.348575,92.730812,-0.277669,268.627,70.527,-102.482,-3.937125,46.214160,-89.265001,
657.364,6.162,-5.693,29.510113,0.113270,-90.108591,0.003175,266.663,-657.421,-108.042,0.059697,65.268356,90.007721,
-429.543,2.763,-7.244,-25.696431,-2.725897,93.712919,-1.097375,249.287,-428.016,-63.800,-37.466379,94.202462,-56.937830,
-239.580,1.015,-3.440,61.087954,1.906058,89.014020,-0.173256,261.103,-239.623,-108.758,-5.250054,-79.238345,-94.976487,
-8599.553,0.092,-0.691,-59.330019,3.599286,87.566853,-0.329651,200.261,-8578.872,-696.559,-176.573664,50.666169,90.683991,
2575.705,-1.319,-1.945,-113.194245,2.483242,94.009262,0.718928,38.191,2565.899,-89.246,-17.822183,74.013063,-71.197384,
383.269,1.491,-1.965,-80.457397,0.763960,93.509142,0.734525,239.968,382.604,-109.473,-166.818265,74.786126,75.081655,
-3666.799,3.211,-7.747,-175.229733,179.883791,89.897027,0.004589,266.409,3666.739,-103.375,23.912658,90.008378,66.148270,
713.336,0.500,-2.386,78.983336,-0.746692,82.798705,-1.056383,335.232,708.211,-60.951,16.094712,244.586260,-76.138630,
-3666.799,3.211,-7.747,-175.229733,179.883791,89.897027,0.004589,266.409,3666.739,-103.375,23.912658,90.008378,66.148270,
-566.425,-1.469,1.607,-80.439232,2.530985,87.864946,-0.286047,262.566,-565.953,-125.994,-177.878945,89.975725,90.061439,
-308.963,-1.307,-0.711,-65.389727,2.050549,84.004058,-0.814258,248.254,-307.244,-134.064,-20.535075,96.419254,-63.734216,
-24.817,-0.787,-0.577,-61.362426,-0.844357,85.596395,-0.774097,261.421,-24.986,-104.794,-15.281139,103.507471,-71.863705,
28.779,-1.469,-2.161,-58.985072,-1.281835,91.152807,0.129276,264.430,28.710,-103.955,-35.517341,89.906164,-56.216878,
-125.663,-1.831,-2.579,-61.184860,5.099730,95.802744,0.997294,281.884,-123.855,-98.513,-81.907573,82.141846,-10.123759,
-2680.071,2.218,6.241,-15.321500,160.241267,-80.755474,3.324319,1285.219,-2467.413,-312.731,23.133372,-37.498772,-61.392871,
-6327.312,4.450,5.522,-227.072499,25.437513,100.990978,2.232135,3213.828,-5582.456,-488.415,74.627737,-60.858435,-17.009339,
-3641.573,-3.215,7.751,4.755361,179.891329,89.904354,0.015538,266.006,3641.508,-103.061,-55.429883,-90.011789,34.503760,
432.950,3.207,-7.753,4.684049,0.119460,-90.097494,0.013884,266.655,-433.019,-107.786,13.575258,90.018786,76.492763,
-505.109,1.784,3.359,-51.962993,159.501189,-77.177235,2.382475,469.518,-459.222,-127.543,63.340271,-63.019725,-26.889424,
-6365.313,-0.925,-1.422,-33.215172,166.296739,-79.543392,2.190885,2131.535,-6083.554,-183.205,25.938029,-54.133267,-59.890267,
2038.674,-2.902,1.690,28.620963,161.787186,-79.150271,2.028655,-466.889,1903.967,-55.699,2.943837,-3.931926,-68.924776,
-1792.046,1.349,-8.278,-8.499401,0.115628,-90.103945,0.003214,266.507,1791.987,-105.328,0.078368,103.277622,89.983453,
-945.507,-3.211,7.747,4.777312,179.883008,89.898978,0.000881,266.559,945.449,-106.318,-46.842035,-90.005633,43.100210,
5836.659,1.446,-4.312,-86.106852,0.890652,96.433120,1.291039,-408.658,5794.561,-303.188,-155.956320,75.110359,63.173462,
-945.507,-3.211,7.747,4.777312,179.883008,89.898978,0.000881,266.559,945.449,-106.318,-46.842035,-90.005633,43.100210,
-945.507,-3.211,7.747,4.777312,179.883008,89.898978,0.000881,266.559,945.449,-106.318,-46.842035,-90.005633,43.100210,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,-0.005066,-180.035632,180.054399,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,15.000,0.000,0.000,-0.000220,-179.953606,179.986558,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,15.000,0.000,0.000,-0.000220,-179.953606,179.986558,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,561.527,15.747,-162.881,90.930814,-15.203076,-0.030870,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-14401.535,-35.146,-290.790,-0.770908,-0.015468,0.210011,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.238,0.284,-0.057,-0.003666,0.000060,0.001144,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.230,0.203,-0.065,-0.005839,-0.000355,0.001154,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.182,0.258,0.002,-0.003820,-0.000013,0.000960,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.025,-339.953,-106.074,34.994491,-0.002595,-0.019012,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,-593.643,-504.417,80.989619,0.003558,-0.004431,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.034,486.717,-248.061,-53.989206,0.003884,-0.004873,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.025,-339.953,-106.074,34.994491,-0.002595,-0.019012,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.034,486.717,-248.061,-53.989206,0.003884,-0.004873,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,-593.643,-504.417,80.989619,0.003558,-0.004431,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.050,596.562,-529.839,-82.991032,0.004306,-0.010668,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.036,-517.789,-296.830,59.993263,-0.001459,-0.013566,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,572.781,1.833,3465.355,-0.002320,13.997675,-0.006644,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,16.175,3.888,-1508.593,0.004108,-6.000241,-0.015305,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-8.282,4.569,-251.462,0.008049,-1.000204,-0.018269,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,234.026,4.008,-3254.471,0.004640,-12.998838,-0.015100,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-8.282,4.569,-251.462,0.008049,-1.000204,-0.018269,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,107.082,0.473,1252.572,0.002208,4.999144,-0.002076,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14399.168,-14400.823,-0.293,0.001152,0.008888,89.997228,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,28800.606,-0.870,0.908,179.991709,180.003605,0.000285,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.189,14399.886,-2.394,-0.009535,-0.015317,-89.997866,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.005,0.303,-0.103,0.000410,-0.000408,-0.001209,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,4377.448,285.446,-10953.280,92.006822,-2.992599,45.991665,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,28287.713,-3359.205,1294.044,-112.010838,-166.992747,1.980816,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,4840.274,3308.482,9665.550,55.987159,13.986667,-46.007036,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,456.563,-2121.086,2369.458,44.221324,12.113794,-2.183891,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,64.128,1275.142,-1362.906,39.093885,-7.951957,-2.021045,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14477.113,13511.439,4414.970,17.996276,6.980575,-90.013273,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,58.782,98.761,-2028.310,14.002312,-8.000745,0.993859,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,24853.925,9573.384,-3206.403,-7.008590,10.989396,-137.001371,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,24355.199,-9783.695,2993.878,-13.992332,-2.995323,133.983367,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,4757.067,-9028.982,5163.850,-21.995631,8.009339,46.992977,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,3856.921,-7018.351,6278.587,-41.987775,-0.989641,42.985386,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,24195.954,6780.889,-8711.018,-44.990320,8.988661,-133.006022,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,24780.762,5997.201,-8600.333,-63.988061,-7.013042,-137.002189,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14209.638,-3616.234,13350.551,-72.990131,6.012350,88.987879,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,24848.510,-1076.002,9269.553,-92.006908,11.004366,136.976099,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,456.563,-2121.086,2369.458,44.221324,12.113794,-2.183891,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,456.563,-2121.086,2369.458,44.221324,12.113794,-2.183891,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,4840.274,3308.482,9665.550,55.987159,13.986667,-46.007036,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,28287.713,-3359.205,1294.044,-112.010838,-166.992747,1.980816,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,456.563,-2121.086,2369.458,44.221324,12.113794,-2.183891,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,64.128,1275.142,-1362.906,39.093885,-7.951957,-2.021045,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14477.113,13511.439,4414.970,17.996276,6.980575,-90.013273,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,64.128,1275.142,-1362.906,39.093885,-7.951957,-2.021045,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,456.563,-2121.086,2369.458,44.221324,12.113794,-2.183891,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,58.782,98.761,-2028.310,14.002312,-8.000745,0.993859,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,58.782,98.761,-2028.310,14.002312,-8.000745,0.993859,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,456.563,-2121.086,2369.458,44.221324,12.113794,-2.183891,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,24848.510,-1076.002,9269.553,-92.006908,11.004366,136.976099,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14209.638,-3616.234,13350.551,-72.990131,6.012350,88.987879,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,28287.713,-3359.205,1294.044,-112.010838,-166.992747,1.980816,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-7997.897,-210.175,397.092,0.203956,-0.564410,1.608111,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-7997.884,-210.170,397.172,0.204867,-0.563941,1.607924,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1283.333,33.699,-2447.751,90.204963,182.800403,-2.695064,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1283.329,33.724,-2447.743,-89.793136,-2.799502,177.305097,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1282.921,32.986,-2448.381,90.185255,182.807501,-2.687573,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1282.921,32.986,-2448.381,90.185255,182.807501,-2.687573,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.066,0.128,-0.165,0.000591,-0.000669,-0.000417,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-3691.315,13980.332,-165.653,0.019453,-0.013615,-74.982272,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-14400.382,2.811,-270.452,0.013363,0.004779,-0.009799,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.360,-0.285,271.654,-0.013382,-0.004768,0.009779,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.323,-500.267,114.097,34.981107,-0.007272,-0.009229,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.377,-861.280,-463.393,80.976210,-0.001162,0.005378,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.412,704.782,-87.699,-54.002613,-0.000885,0.004918,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.317,-755.197,-163.991,59.979934,-0.006256,-0.003792,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.431,864.750,-493.878,-83.004375,-0.000430,-0.000863,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14611.239,-0.250,245.746,-0.016201,13.993000,0.006566,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14309.245,-0.370,266.880,-0.009330,-6.004991,-0.006883,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14385.141,-0.381,271.522,-0.005304,-1.004982,-0.008751,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14204.267,-0.356,249.312,-0.009029,-13.003631,-0.008356,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14476.335,-0.296,268.333,-0.011209,4.994341,0.008881,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.360,-0.285,271.654,-0.013382,-0.004768,0.009779,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.192,-0.468,271.650,0.005871,-0.004491,90.007020,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.228,-0.617,271.655,180.005079,179.998901,0.010111,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.367,-0.429,271.657,-0.014250,-0.001955,-89.988041,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14400.353,-0.288,271.653,-0.012950,-0.005209,0.008561,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14354.663,-870.373,-630.325,92.000986,-3.005597,46.001142,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14204.075,-787.915,-281.962,-111.997236,-166.997942,1.993694,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14611.251,-701.463,-126.924,55.974118,13.993044,-45.994075,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14506.535,-267.850,222.771,17.991525,6.994011,-90.002909,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14279.022,-209.147,237.554,13.988946,-8.005744,1.001838,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14566.658,103.719,249.284,-7.001893,11.001976,-136.992806,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14354.548,209.948,244.653,-13.979563,-3.001618,133.993907,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14521.624,323.053,200.279,-22.001288,7.996324,47.003535,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14385.112,582.761,47.660,-41.994319,-1.002311,42.995095,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14536.685,608.085,9.026,-44.984625,9.001707,-132.997090,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14294.067,777.003,-220.422,-63.981524,-7.000494,-136.991575,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14491.343,828.572,-346.475,-72.985590,5.998895,88.997248,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,14566.471,854.690,-629.755,-91.993739,10.998714,136.983329,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-853.107,-578.834,802.911,9.385245,-13.007356,1.395947,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-853.107,-578.834,802.911,9.385245,-13.007356,1.395947,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,310.206,206.904,-435.131,-4.025245,5.726308,0.058933,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-737.030,-499.437,718.703,8.173335,-11.395824,1.099375,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-7.735,-77.836,0.454,0.022302,-0.008252,-1.000788,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,13.904,623.576,-6.154,-0.164443,0.071345,8.000445,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,356.930,-2246.097,-2297.251,45.888057,9.217901,-9.403284,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-853.107,-578.834,802.911,9.385245,-13.007356,1.395947,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-7.735,-77.836,0.454,0.022302,-0.008252,-1.000788,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-7.724,-77.755,0.450,0.022252,-0.008194,-0.999710,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-1373.951,2096.249,-7613.940,141.212393,24.915115,-61.284886,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,10893.502,4044.564,-4158.682,-74.629382,1.143012,54.940254,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,10391.163,3230.172,-5550.358,-90.778565,1.048713,62.941815,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,8237.367,-4332.261,-5178.043,90.839917,43.850879,-125.687275,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,13657.116,5658.150,-4.259,-0.034009,0.009271,-134.999365,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,8000.649,-0.330,-369.813,-0.032319,0.015363,-135.008552,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7853.989,-242.421,-398.682,9.963132,-5.986198,-136.015346,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,8000.659,172.056,-380.418,-7.002855,-0.004813,-0.010544,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,8000.696,-337.952,-411.177,13.988602,-0.000391,-0.007883,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7927.297,1.232,-371.706,-0.006228,-3.003756,-0.012754,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,8001.120,0.117,-369.828,-0.030200,0.001977,-90.009351,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,8123.373,454.799,-451.343,-19.024340,5.001332,-89.007229,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,8024.419,291.090,-400.580,-12.019766,1.024551,178.989343,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7999.925,479.210,-454.232,-20.018403,0.023192,177.988985,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7951.701,-267.645,-396.456,10.962913,-1.983012,-136.010415,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.046,-0.159,0.173,-0.000634,0.000832,0.000394,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7951.652,-267.752,-396.395,10.962257,-1.982071,-136.010167,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7951.671,-267.788,-396.396,10.963662,-1.980742,-136.008204,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.046,-0.159,0.173,-0.000634,0.000832,0.000394,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.063,-0.154,0.183,-0.000702,0.000919,0.000289,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.073,-0.140,0.198,-0.000875,0.001020,0.000165,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.046,-0.159,0.173,-0.000634,0.000832,0.000394,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.046,-0.159,0.173,-0.000634,0.000832,0.000394,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7951.652,-267.752,-396.395,10.962257,-1.982071,-136.010167,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7828.521,121.223,-385.592,-5.010207,-6.974967,136.989688,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7780.450,288.937,-417.565,-11.995138,-8.998298,44.993724,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,7733.385,-285.491,-425.272,11.977782,-11.008912,-43.010872,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1282.921,32.986,-2448.381,90.185255,182.807501,-2.687573,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1282.921,32.986,-2448.381,90.185255,182.807501,-2.687573,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.046,-0.159,0.173,-0.000634,0.000832,0.000394,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,3095.620,3430.746,-3126.123,76.552109,206.906330,-50.369239,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-462.228,571.319,-270.114,-12.605928,-9.925118,-0.780103,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,0.000000,0.000000,0.000000,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,212.479,-264.787,51.998,5.486292,4.349876,-0.347421,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.011,-488.658,-68.418,15.997548,0.001413,0.001498,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,0.003,215.799,-13.319,-6.998622,-0.000664,0.000900,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,13537.507,5062.863,1521.190,9.996891,-6.004835,-135.992715,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1918.223,5207.029,-29.339,11.997010,-11.007219,-42.995363,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-5532.745,-429.315,-3338.437,91.075957,-54.923394,2.017735,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-0.011,-488.658,-68.418,15.997548,0.001413,0.001498,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,1918.217,5207.021,-29.336,11.997075,-11.007216,-42.995300,
0.000,0.000,0.000,0.000000,0.000000,0.000000,0.000000,-14401.535,-35.146,-290.790,-0.770908,-0.015468,0.210011,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-14401.535408,-35.145765,-290.790159,-0.770908,-0.015468,0.210011,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-14401.534064,-35.143148,-290.896701,-0.770718,-0.015874,0.210000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-14401.535408,-35.145765,-290.790159,-0.770908,-0.015468,0.210011,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,688.546306,35.217972,-37.800264,-179.078975,180.367511,4.672332,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,688.546306,35.217972,-37.800264,-179.078975,180.367511,4.672332,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,688.550035,35.232392,-37.867197,-179.094270,180.368082,4.673413,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.594509,-36.884283,0.062073,-0.019207,-0.000542,4.987596,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,688.550035,35.232392,-37.867197,-179.094270,180.368082,4.673413,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,687.515118,35.781811,-35.927550,-179.251596,180.117221,4.617330,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,687.513245,35.827080,-35.979182,-179.305355,180.111917,4.623982,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,687.509358,35.904290,-35.998736,-179.351576,180.111650,4.636544,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,687.519011,35.716101,-35.901457,-178.631339,180.087514,4.617737,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,687.509492,35.898599,-35.988728,-179.422422,180.127646,4.621752,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,687.515118,35.781811,-35.927550,-179.251596,180.117221,4.617330,
